Land;Bundesland;PLZ;Ort
Deutschland;Mecklenburg-Vorpommern;17438;Vorpommern-Greifswald
Deutschland;Mecklenburg-Vorpommern;17440;Vorpommern-Greifswald
Deutschland;Mecklenburg-Vorpommern;17449;Vorpommern-Greifswald
Deutschland;Mecklenburg-Vorpommern;17454;Vorpommern-Greifswald
Deutschland;Mecklenburg-Vorpommern;17459;Vorpommern-Greifswald
Deutschland;Mecklenburg-Vorpommern;17489;Vorpommern-Greifswald
Deutschland;Mecklenburg-Vorpommern;17491;Vorpommern-Greifswald
Deutschland;Mecklenburg-Vorpommern;17493;Vorpommern-Greifswald
Deutschland;Mecklenburg-Vorpommern;17495;Vorpommern-Greifswald
Deutschland;Mecklenburg-Vorpommern;17498;Vorpommern-Greifswald
Deutschland;Mecklenburg-Vorpommern;17506;Vorpommern-Greifswald
Deutschland;Mecklenburg-Vorpommern;17509;Vorpommern-Greifswald
Deutschland;Mecklenburg-Vorpommern;18055;Rostock
Deutschland;Mecklenburg-Vorpommern;18057;Rostock
Deutschland;Mecklenburg-Vorpommern;18059;Rostock
Deutschland;Mecklenburg-Vorpommern;18069;Rostock
Deutschland;Mecklenburg-Vorpommern;18106;Rostock
Deutschland;Mecklenburg-Vorpommern;18107;Rostock
Deutschland;Mecklenburg-Vorpommern;18109;Rostock
Deutschland;Mecklenburg-Vorpommern;18119;Rostock
Deutschland;Mecklenburg-Vorpommern;18146;Rostock
Deutschland;Mecklenburg-Vorpommern;18147;Rostock
Deutschland;Mecklenburg-Vorpommern;18181;Rostock
Deutschland;Mecklenburg-Vorpommern;18182;Rostock
Deutschland;Mecklenburg-Vorpommern;18184;Rostock
Deutschland;Mecklenburg-Vorpommern;18190;Rostock
Deutschland;Mecklenburg-Vorpommern;18195;Rostock
Deutschland;Mecklenburg-Vorpommern;18196;Rostock
Deutschland;Mecklenburg-Vorpommern;18198;Rostock
Deutschland;Mecklenburg-Vorpommern;18209;Rostock
Deutschland;Mecklenburg-Vorpommern;18211;Rostock
Deutschland;Mecklenburg-Vorpommern;18225;Rostock
Deutschland;Mecklenburg-Vorpommern;18230;Rostock
Deutschland;Mecklenburg-Vorpommern;18233;Rostock
Deutschland;Mecklenburg-Vorpommern;18236;Rostock
Deutschland;Mecklenburg-Vorpommern;18239;Rostock
Deutschland;Mecklenburg-Vorpommern;18246;Rostock
Deutschland;Mecklenburg-Vorpommern;18249;Rostock
Deutschland;Mecklenburg-Vorpommern;18258;Rostock
Deutschland;Mecklenburg-Vorpommern;18273;Rostock
Deutschland;Mecklenburg-Vorpommern;18276;Rostock
Deutschland;Mecklenburg-Vorpommern;18279;Rostock
Deutschland;Mecklenburg-Vorpommern;18292;Rostock
Deutschland;Mecklenburg-Vorpommern;18299;Rostock
Deutschland;Mecklenburg-Vorpommern;18311;Vorpommern-Rügen
Deutschland;Mecklenburg-Vorpommern;18314;Vorpommern-Rügen
Deutschland;Mecklenburg-Vorpommern;18317;Vorpommern-Rügen
Deutschland;Mecklenburg-Vorpommern;18320;Vorpommern-Rügen
Deutschland;Mecklenburg-Vorpommern;18334;Vorpommern-Rügen
Deutschland;Mecklenburg-Vorpommern;18337;Vorpommern-Rügen
Deutschland;Mecklenburg-Vorpommern;18347;Vorpommern-Rügen
Deutschland;Mecklenburg-Vorpommern;18356;Vorpommern-Rügen
Deutschland;Mecklenburg-Vorpommern;18374;Vorpommern-Rügen
Deutschland;Mecklenburg-Vorpommern;18375;Vorpommern-Rügen
Deutschland;Mecklenburg-Vorpommern;18435;Vorpommern-Rügen
Deutschland;Mecklenburg-Vorpommern;18437;Vorpommern-Rügen
Deutschland;Mecklenburg-Vorpommern;18439;Vorpommern-Rügen
Deutschland;Mecklenburg-Vorpommern;18442;Vorpommern-Rügen
Deutschland;Mecklenburg-Vorpommern;18445;Vorpommern-Rügen
Deutschland;Mecklenburg-Vorpommern;18461;Vorpommern-Rügen
Deutschland;Mecklenburg-Vorpommern;18465;Vorpommern-Rügen
Deutschland;Mecklenburg-Vorpommern;18469;Vorpommern-Rügen
Deutschland;Mecklenburg-Vorpommern;18507;Vorpommern-Rügen
Deutschland;Mecklenburg-Vorpommern;18510;Vorpommern-Rügen
Deutschland;Mecklenburg-Vorpommern;18513;Vorpommern-Rügen
Deutschland;Mecklenburg-Vorpommern;18516;Vorpommern-Rügen
Deutschland;Mecklenburg-Vorpommern;18519;Vorpommern-Rügen
Deutschland;Mecklenburg-Vorpommern;18528;Vorpommern-Rügen
Deutschland;Mecklenburg-Vorpommern;18546;Vorpommern-Rügen
Deutschland;Mecklenburg-Vorpommern;18551;Vorpommern-Rügen
Deutschland;Mecklenburg-Vorpommern;18556;Vorpommern-Rügen
Deutschland;Mecklenburg-Vorpommern;18565;Vorpommern-Rügen
Deutschland;Mecklenburg-Vorpommern;18569;Vorpommern-Rügen
Deutschland;Mecklenburg-Vorpommern;18573;Vorpommern-Rügen
Deutschland;Mecklenburg-Vorpommern;18574;Vorpommern-Rügen
Deutschland;Mecklenburg-Vorpommern;18581;Vorpommern-Rügen
Deutschland;Mecklenburg-Vorpommern;18586;Vorpommern-Rügen
Deutschland;Mecklenburg-Vorpommern;18609;Vorpommern-Rügen
Deutschland;Mecklenburg-Vorpommern;19053;Schwerin
Deutschland;Mecklenburg-Vorpommern;19055;Schwerin
Deutschland;Mecklenburg-Vorpommern;19057;Schwerin
Deutschland;Mecklenburg-Vorpommern;19059;Schwerin
Deutschland;Mecklenburg-Vorpommern;19061;Schwerin
Deutschland;Mecklenburg-Vorpommern;19063;Schwerin
Deutschland;Mecklenburg-Vorpommern;19065;Ludwigslust-Parchim
Deutschland;Mecklenburg-Vorpommern;19067;Ludwigslust-Parchim
Deutschland;Mecklenburg-Vorpommern;19069;Nordwestmecklenburg
Deutschland;Mecklenburg-Vorpommern;19071;Nordwestmecklenburg
Deutschland;Mecklenburg-Vorpommern;19073;Ludwigslust-Parchim
Deutschland;Mecklenburg-Vorpommern;19075;Ludwigslust-Parchim
Deutschland;Mecklenburg-Vorpommern;19077;Ludwigslust-Parchim
Deutschland;Mecklenburg-Vorpommern;19079;Ludwigslust-Parchim
Deutschland;Mecklenburg-Vorpommern;19086;Ludwigslust-Parchim
Deutschland;Mecklenburg-Vorpommern;19089;Ludwigslust-Parchim
Deutschland;Mecklenburg-Vorpommern;19205;Nordwestmecklenburg
Deutschland;Mecklenburg-Vorpommern;19209;Nordwestmecklenburg
Deutschland;Mecklenburg-Vorpommern;19217;Nordwestmecklenburg
Deutschland;Mecklenburg-Vorpommern;19230;Ludwigslust-Parchim
Deutschland;Mecklenburg-Vorpommern;19243;Ludwigslust-Parchim
Deutschland;Mecklenburg-Vorpommern;19246;Ludwigslust-Parchim
Deutschland;Mecklenburg-Vorpommern;19249;Ludwigslust-Parchim
Deutschland;Mecklenburg-Vorpommern;19258;Ludwigslust-Parchim
Deutschland;Mecklenburg-Vorpommern;19260;Ludwigslust-Parchim
Deutschland;Mecklenburg-Vorpommern;19273;Ludwigslust-Parchim
Deutschland;Mecklenburg-Vorpommern;19288;Ludwigslust-Parchim
Deutschland;Mecklenburg-Vorpommern;19294;Ludwigslust-Parchim
Deutschland;Mecklenburg-Vorpommern;19300;Ludwigslust-Parchim
Deutschland;Mecklenburg-Vorpommern;19303;Ludwigslust-Parchim
Deutschland;Mecklenburg-Vorpommern;19306;Ludwigslust-Parchim
Deutschland;Brandenburg;19309;Prignitz
Deutschland;Brandenburg;19322;Prignitz
Deutschland;Brandenburg;19336;Prignitz
Deutschland;Brandenburg;19339;Prignitz
Deutschland;Brandenburg;19348;Prignitz
Deutschland;Mecklenburg-Vorpommern;19357;Ludwigslust-Parchim
Deutschland;Mecklenburg-Vorpommern;19370;Ludwigslust-Parchim
Deutschland;Mecklenburg-Vorpommern;19372;Ludwigslust-Parchim
Deutschland;Mecklenburg-Vorpommern;19374;Ludwigslust-Parchim
Deutschland;Mecklenburg-Vorpommern;19376;Ludwigslust-Parchim
Deutschland;Mecklenburg-Vorpommern;19386;Ludwigslust-Parchim
Deutschland;Mecklenburg-Vorpommern;19395;Ludwigslust-Parchim
Deutschland;Mecklenburg-Vorpommern;19399;Ludwigslust-Parchim
Deutschland;Mecklenburg-Vorpommern;19406;Ludwigslust-Parchim
Deutschland;Mecklenburg-Vorpommern;19412;Ludwigslust-Parchim
Deutschland;Mecklenburg-Vorpommern;19417;Nordwestmecklenburg
Deutschland;Hamburg;20095;Hamburg
Deutschland;Hamburg;20097;Hamburg
Deutschland;Hamburg;20099;Hamburg
Deutschland;Hamburg;20144;Hamburg
Deutschland;Hamburg;20146;Hamburg
Deutschland;Hamburg;20148;Hamburg
Deutschland;Hamburg;20149;Hamburg
Deutschland;Hamburg;20249;Hamburg
Deutschland;Hamburg;20251;Hamburg
Deutschland;Hamburg;20253;Hamburg
Deutschland;Hamburg;20255;Hamburg
Deutschland;Hamburg;20257;Hamburg
Deutschland;Hamburg;20259;Hamburg
Deutschland;Hamburg;20354;Hamburg
Deutschland;Hamburg;20355;Hamburg
Deutschland;Hamburg;20357;Hamburg
Deutschland;Hamburg;20359;Hamburg
Deutschland;Hamburg;20457;Hamburg
Deutschland;Hamburg;20459;Hamburg
Deutschland;Hamburg;20535;Hamburg
Deutschland;Hamburg;20537;Hamburg
Deutschland;Hamburg;20539;Hamburg
Deutschland;Hamburg;21029;Hamburg
Deutschland;Hamburg;21031;Hamburg
Deutschland;Hamburg;21033;Hamburg
Deutschland;Hamburg;21035;Hamburg
Deutschland;Hamburg;21037;Hamburg
Deutschland;Hamburg;21039;Hamburg
Deutschland;Hamburg;21073;Hamburg
Deutschland;Hamburg;21075;Hamburg
Deutschland;Hamburg;21077;Hamburg
Deutschland;Hamburg;21079;Hamburg
Deutschland;Hamburg;21107;Hamburg
Deutschland;Hamburg;21109;Hamburg
Deutschland;Hamburg;21129;Hamburg
Deutschland;Hamburg;21147;Hamburg
Deutschland;Hamburg;21149;Hamburg
Deutschland;Niedersachsen;21217;Harburg
Deutschland;Niedersachsen;21218;Harburg
Deutschland;Niedersachsen;21220;Harburg
Deutschland;Niedersachsen;21224;Harburg
Deutschland;Niedersachsen;21227;Harburg
Deutschland;Niedersachsen;21228;Harburg
Deutschland;Niedersachsen;21244;Harburg
Deutschland;Niedersachsen;21255;Harburg
Deutschland;Niedersachsen;21256;Harburg
Deutschland;Niedersachsen;21258;Harburg
Deutschland;Niedersachsen;21259;Harburg
Deutschland;Niedersachsen;21261;Harburg
Deutschland;Niedersachsen;21266;Harburg
Deutschland;Niedersachsen;21271;Harburg
Deutschland;Niedersachsen;21272;Harburg
Deutschland;Niedersachsen;21274;Harburg
Deutschland;Niedersachsen;21279;Harburg
Deutschland;Niedersachsen;21335;Lüneburg
Deutschland;Niedersachsen;21337;Lüneburg
Deutschland;Niedersachsen;21339;Lüneburg
Deutschland;Niedersachsen;21354;Lüneburg
Deutschland;Niedersachsen;21357;Lüneburg
Deutschland;Niedersachsen;21358;Lüneburg
Deutschland;Niedersachsen;21360;Lüneburg
Deutschland;Niedersachsen;21365;Lüneburg
Deutschland;Niedersachsen;21368;Lüneburg
Deutschland;Niedersachsen;21369;Lüneburg
Deutschland;Niedersachsen;21371;Lüneburg
Deutschland;Niedersachsen;21376;Harburg
Deutschland;Niedersachsen;21379;Lüneburg
Deutschland;Niedersachsen;21380;Lüneburg
Deutschland;Niedersachsen;21382;Lüneburg
Deutschland;Niedersachsen;21385;Lüneburg
Deutschland;Niedersachsen;21386;Lüneburg
Deutschland;Niedersachsen;21388;Lüneburg
Deutschland;Niedersachsen;21391;Lüneburg
Deutschland;Niedersachsen;21394;Lüneburg
Deutschland;Niedersachsen;21395;Harburg
Deutschland;Niedersachsen;21397;Lüneburg
Deutschland;Niedersachsen;21398;Lüneburg
Deutschland;Niedersachsen;21400;Lüneburg
Deutschland;Niedersachsen;21401;Lüneburg
Deutschland;Niedersachsen;21403;Lüneburg
Deutschland;Niedersachsen;21406;Lüneburg
Deutschland;Niedersachsen;21407;Lüneburg
Deutschland;Niedersachsen;21409;Lüneburg
Deutschland;Niedersachsen;21423;Harburg
Deutschland;Niedersachsen;21435;Harburg
Deutschland;Niedersachsen;21436;Harburg
Deutschland;Niedersachsen;21438;Harburg
Deutschland;Niedersachsen;21439;Harburg
Deutschland;Niedersachsen;21441;Harburg
Deutschland;Niedersachsen;21442;Harburg
Deutschland;Niedersachsen;21444;Harburg
Deutschland;Niedersachsen;21445;Harburg
Deutschland;Niedersachsen;21447;Lüneburg
Deutschland;Niedersachsen;21449;Lüneburg
Deutschland;Schleswig-Holstein;21465;Herzogtum Lauenburg
Deutschland;Schleswig-Holstein;21481;Herzogtum Lauenburg
Deutschland;Schleswig-Holstein;21483;Herzogtum Lauenburg
Deutschland;Schleswig-Holstein;21493;Herzogtum Lauenburg
Deutschland;Schleswig-Holstein;21502;Herzogtum Lauenburg
Deutschland;Schleswig-Holstein;21509;Stormarn
Deutschland;Schleswig-Holstein;21514;Herzogtum Lauenburg
Deutschland;Schleswig-Holstein;21516;Herzogtum Lauenburg
Deutschland;Schleswig-Holstein;21521;Herzogtum Lauenburg
Deutschland;Niedersachsen;21522;Lüneburg
Deutschland;Schleswig-Holstein;21524;Herzogtum Lauenburg
Deutschland;Schleswig-Holstein;21526;Herzogtum Lauenburg
Deutschland;Schleswig-Holstein;21527;Herzogtum Lauenburg
Deutschland;Schleswig-Holstein;21529;Herzogtum Lauenburg
Deutschland;Niedersachsen;21614;Stade
Deutschland;Niedersachsen;21629;Harburg
Deutschland;Niedersachsen;21635;Stade
Deutschland;Niedersachsen;21640;Stade
Deutschland;Niedersachsen;21641;Stade
Deutschland;Niedersachsen;21643;Stade
Deutschland;Niedersachsen;21644;Stade
Deutschland;Niedersachsen;21646;Harburg
Deutschland;Niedersachsen;21647;Harburg
Deutschland;Niedersachsen;21649;Harburg
Deutschland;Niedersachsen;21680;Stade
Deutschland;Niedersachsen;21682;Stade
Deutschland;Niedersachsen;21683;Stade
Deutschland;Niedersachsen;21684;Stade
Deutschland;Niedersachsen;21698;Stade
Deutschland;Niedersachsen;21702;Stade
Deutschland;Niedersachsen;21706;Stade
Deutschland;Niedersachsen;21709;Stade
Deutschland;Niedersachsen;21710;Stade
Deutschland;Niedersachsen;21712;Stade
Deutschland;Niedersachsen;21714;Stade
Deutschland;Niedersachsen;21717;Stade
Deutschland;Niedersachsen;21720;Stade
Deutschland;Niedersachsen;21723;Stade
Deutschland;Niedersachsen;21726;Stade
Deutschland;Niedersachsen;21727;Stade
Deutschland;Niedersachsen;21729;Stade
Deutschland;Niedersachsen;21730;Stade
Deutschland;Niedersachsen;21732;Stade
Deutschland;Niedersachsen;21734;Stade
Deutschland;Niedersachsen;21737;Stade
Deutschland;Niedersachsen;21739;Stade
Deutschland;Niedersachsen;21745;Cuxhaven
Deutschland;Niedersachsen;21755;Cuxhaven
Deutschland;Niedersachsen;21756;Cuxhaven
Deutschland;Niedersachsen;21762;Cuxhaven
Deutschland;Niedersachsen;21763;Cuxhaven
Deutschland;Niedersachsen;21765;Cuxhaven
Deutschland;Niedersachsen;21769;Cuxhaven
Deutschland;Niedersachsen;21770;Cuxhaven
Deutschland;Niedersachsen;21772;Cuxhaven
Deutschland;Niedersachsen;21775;Cuxhaven
Deutschland;Niedersachsen;21776;Cuxhaven
Deutschland;Niedersachsen;21781;Cuxhaven
Deutschland;Niedersachsen;21782;Cuxhaven
Deutschland;Niedersachsen;21784;Cuxhaven
Deutschland;Niedersachsen;21785;Cuxhaven
Deutschland;Niedersachsen;21787;Cuxhaven
Deutschland;Niedersachsen;21789;Cuxhaven
Deutschland;Hamburg;22041;Hamburg
Deutschland;Hamburg;22043;Hamburg
Deutschland;Hamburg;22045;Hamburg
Deutschland;Hamburg;22047;Hamburg
Deutschland;Hamburg;22049;Hamburg
Deutschland;Hamburg;22081;Hamburg
Deutschland;Hamburg;22083;Hamburg
Deutschland;Hamburg;22085;Hamburg
Deutschland;Hamburg;22087;Hamburg
Deutschland;Hamburg;22089;Hamburg
Deutschland;Hamburg;22111;Hamburg
Deutschland;Hamburg;22113;Hamburg
Deutschland;Hamburg;22115;Hamburg
Deutschland;Hamburg;22117;Hamburg
Deutschland;Hamburg;22119;Hamburg
Deutschland;Hamburg;22143;Hamburg
Deutschland;Hamburg;22145;Hamburg
Deutschland;Hamburg;22147;Hamburg
Deutschland;Hamburg;22149;Hamburg
Deutschland;Hamburg;22159;Hamburg
Deutschland;Hamburg;22175;Hamburg
Deutschland;Hamburg;22177;Hamburg
Deutschland;Hamburg;22179;Hamburg
Deutschland;Hamburg;22297;Hamburg
Deutschland;Hamburg;22299;Hamburg
Deutschland;Hamburg;22301;Hamburg
Deutschland;Hamburg;22303;Hamburg
Deutschland;Hamburg;22305;Hamburg
Deutschland;Hamburg;22307;Hamburg
Deutschland;Hamburg;22309;Hamburg
Deutschland;Hamburg;22335;Hamburg
Deutschland;Hamburg;22337;Hamburg
Deutschland;Hamburg;22339;Hamburg
Deutschland;Hamburg;22359;Hamburg
Deutschland;Hamburg;22391;Hamburg
Deutschland;Hamburg;22393;Hamburg
Deutschland;Hamburg;22395;Hamburg
Deutschland;Hamburg;22397;Hamburg
Deutschland;Hamburg;22399;Hamburg
Deutschland;Hamburg;22415;Hamburg
Deutschland;Hamburg;22417;Hamburg
Deutschland;Hamburg;22419;Hamburg
Deutschland;Hamburg;22453;Hamburg
Deutschland;Hamburg;22455;Hamburg
Deutschland;Hamburg;22457;Hamburg
Deutschland;Hamburg;22459;Hamburg
Deutschland;Hamburg;22523;Hamburg
Deutschland;Hamburg;22525;Hamburg
Deutschland;Hamburg;22527;Hamburg
Deutschland;Hamburg;22529;Hamburg
Deutschland;Hamburg;22547;Hamburg
Deutschland;Hamburg;22549;Hamburg
Deutschland;Hamburg;22559;Hamburg
Deutschland;Hamburg;22587;Hamburg
Deutschland;Hamburg;22589;Hamburg
Deutschland;Hamburg;22605;Hamburg
Deutschland;Hamburg;22607;Hamburg
Deutschland;Hamburg;22609;Hamburg
Deutschland;Hamburg;22761;Hamburg
Deutschland;Hamburg;22763;Hamburg
Deutschland;Hamburg;22765;Hamburg
Deutschland;Hamburg;22767;Hamburg
Deutschland;Hamburg;22769;Hamburg
Deutschland;Schleswig-Holstein;22844;Segeberg
Deutschland;Schleswig-Holstein;22846;Segeberg
Deutschland;Schleswig-Holstein;22848;Segeberg
Deutschland;Schleswig-Holstein;22850;Segeberg
Deutschland;Schleswig-Holstein;22851;Segeberg
Deutschland;Schleswig-Holstein;22869;Pinneberg
Deutschland;Schleswig-Holstein;22880;Pinneberg
Deutschland;Schleswig-Holstein;22885;Stormarn
Deutschland;Schleswig-Holstein;22889;Stormarn
Deutschland;Schleswig-Holstein;22926;Stormarn
Deutschland;Schleswig-Holstein;22927;Stormarn
Deutschland;Schleswig-Holstein;22929;Herzogtum Lauenburg
Deutschland;Schleswig-Holstein;22941;Stormarn
Deutschland;Schleswig-Holstein;22946;Herzogtum Lauenburg
Deutschland;Schleswig-Holstein;22949;Stormarn
Deutschland;Schleswig-Holstein;22952;Stormarn
Deutschland;Schleswig-Holstein;22955;Stormarn
Deutschland;Schleswig-Holstein;22956;Stormarn
Deutschland;Schleswig-Holstein;22958;Herzogtum Lauenburg
Deutschland;Schleswig-Holstein;22959;Herzogtum Lauenburg
Deutschland;Schleswig-Holstein;22961;Stormarn
Deutschland;Schleswig-Holstein;22962;Stormarn
Deutschland;Schleswig-Holstein;22964;Stormarn
Deutschland;Schleswig-Holstein;22965;Stormarn
Deutschland;Schleswig-Holstein;22967;Stormarn
Deutschland;Schleswig-Holstein;22969;Stormarn
Deutschland;Schleswig-Holstein;23552;Lübeck
Deutschland;Schleswig-Holstein;23554;Lübeck
Deutschland;Schleswig-Holstein;23556;Lübeck
Deutschland;Schleswig-Holstein;23558;Lübeck
Deutschland;Schleswig-Holstein;23560;Lübeck
Deutschland;Schleswig-Holstein;23562;Lübeck
Deutschland;Schleswig-Holstein;23564;Lübeck
Deutschland;Schleswig-Holstein;23566;Lübeck
Deutschland;Schleswig-Holstein;23568;Lübeck
Deutschland;Schleswig-Holstein;23569;Lübeck
Deutschland;Schleswig-Holstein;23570;Lübeck
Deutschland;Schleswig-Holstein;23611;Ostholstein
Deutschland;Schleswig-Holstein;23617;Ostholstein
Deutschland;Schleswig-Holstein;23619;Stormarn
Deutschland;Schleswig-Holstein;23623;Ostholstein
Deutschland;Schleswig-Holstein;23626;Ostholstein
Deutschland;Schleswig-Holstein;23627;Herzogtum Lauenburg
Deutschland;Schleswig-Holstein;23628;Herzogtum Lauenburg
Deutschland;Schleswig-Holstein;23629;Ostholstein
Deutschland;Schleswig-Holstein;23669;Ostholstein
Deutschland;Schleswig-Holstein;23683;Ostholstein
Deutschland;Schleswig-Holstein;23684;Ostholstein
Deutschland;Schleswig-Holstein;23689;Ostholstein
Deutschland;Schleswig-Holstein;23701;Ostholstein
Deutschland;Schleswig-Holstein;23714;Ostholstein
Deutschland;Schleswig-Holstein;23715;Ostholstein
Deutschland;Schleswig-Holstein;23717;Ostholstein
Deutschland;Schleswig-Holstein;23719;Segeberg
Deutschland;Schleswig-Holstein;23730;Ostholstein
Deutschland;Schleswig-Holstein;23738;Ostholstein
Deutschland;Schleswig-Holstein;23743;Ostholstein
Deutschland;Schleswig-Holstein;23744;Ostholstein
Deutschland;Schleswig-Holstein;23746;Ostholstein
Deutschland;Schleswig-Holstein;23747;Ostholstein
Deutschland;Schleswig-Holstein;23749;Ostholstein
Deutschland;Schleswig-Holstein;23758;Ostholstein
Deutschland;Schleswig-Holstein;23769;Ostholstein
Deutschland;Schleswig-Holstein;23774;Ostholstein
Deutschland;Schleswig-Holstein;23775;Ostholstein
Deutschland;Schleswig-Holstein;23777;Ostholstein
Deutschland;Schleswig-Holstein;23779;Ostholstein
Deutschland;Schleswig-Holstein;23795;Segeberg
Deutschland;Schleswig-Holstein;23812;Segeberg
Deutschland;Schleswig-Holstein;23813;Segeberg
Deutschland;Schleswig-Holstein;23815;Segeberg
Deutschland;Schleswig-Holstein;23816;Segeberg
Deutschland;Schleswig-Holstein;23818;Segeberg
Deutschland;Schleswig-Holstein;23820;Segeberg
Deutschland;Schleswig-Holstein;23821;Segeberg
Deutschland;Schleswig-Holstein;23823;Segeberg
Deutschland;Schleswig-Holstein;23824;Segeberg
Deutschland;Schleswig-Holstein;23826;Segeberg
Deutschland;Schleswig-Holstein;23827;Segeberg
Deutschland;Schleswig-Holstein;23829;Segeberg
Deutschland;Schleswig-Holstein;23843;Stormarn
Deutschland;Schleswig-Holstein;23845;Segeberg
Deutschland;Schleswig-Holstein;23847;Herzogtum Lauenburg
Deutschland;Schleswig-Holstein;23858;Stormarn
Deutschland;Schleswig-Holstein;23860;Herzogtum Lauenburg
Deutschland;Schleswig-Holstein;23863;Segeberg
Deutschland;Schleswig-Holstein;23866;Segeberg
Deutschland;Schleswig-Holstein;23867;Segeberg
Deutschland;Schleswig-Holstein;23869;Stormarn
Deutschland;Schleswig-Holstein;23879;Herzogtum Lauenburg
Deutschland;Schleswig-Holstein;23881;Herzogtum Lauenburg
Deutschland;Schleswig-Holstein;23883;Herzogtum Lauenburg
Deutschland;Schleswig-Holstein;23896;Herzogtum Lauenburg
Deutschland;Schleswig-Holstein;23898;Herzogtum Lauenburg
Deutschland;Schleswig-Holstein;23899;Herzogtum Lauenburg
Deutschland;Schleswig-Holstein;23909;Herzogtum Lauenburg
Deutschland;Schleswig-Holstein;23911;Herzogtum Lauenburg
Deutschland;Schleswig-Holstein;23919;Herzogtum Lauenburg
Deutschland;Mecklenburg-Vorpommern;23923;Nordwestmecklenburg
Deutschland;Mecklenburg-Vorpommern;23936;Nordwestmecklenburg
Deutschland;Mecklenburg-Vorpommern;23942;Nordwestmecklenburg
Deutschland;Mecklenburg-Vorpommern;23946;Nordwestmecklenburg
Deutschland;Mecklenburg-Vorpommern;23948;Nordwestmecklenburg
Deutschland;Mecklenburg-Vorpommern;23966;Nordwestmecklenburg
Deutschland;Mecklenburg-Vorpommern;23968;Nordwestmecklenburg
Deutschland;Mecklenburg-Vorpommern;23970;Nordwestmecklenburg
Deutschland;Mecklenburg-Vorpommern;23972;Nordwestmecklenburg
Deutschland;Mecklenburg-Vorpommern;23974;Nordwestmecklenburg
Deutschland;Mecklenburg-Vorpommern;23992;Nordwestmecklenburg
Deutschland;Mecklenburg-Vorpommern;23996;Nordwestmecklenburg
Deutschland;Mecklenburg-Vorpommern;23999;Nordwestmecklenburg
Deutschland;Schleswig-Holstein;24103;Kiel
Deutschland;Schleswig-Holstein;24105;Kiel
Deutschland;Schleswig-Holstein;24106;Kiel
Deutschland;Schleswig-Holstein;24107;Kiel
Deutschland;Schleswig-Holstein;24109;Kiel
Deutschland;Schleswig-Holstein;24111;Kiel
Deutschland;Schleswig-Holstein;24113;Kiel
Deutschland;Schleswig-Holstein;24114;Kiel
Deutschland;Schleswig-Holstein;24116;Kiel
Deutschland;Schleswig-Holstein;24118;Kiel
Deutschland;Schleswig-Holstein;24119;Rendsburg-Eckernförde
Deutschland;Schleswig-Holstein;24143;Kiel
Deutschland;Schleswig-Holstein;24145;Kiel
Deutschland;Schleswig-Holstein;24146;Kiel
Deutschland;Schleswig-Holstein;24147;Kiel
Deutschland;Schleswig-Holstein;24148;Kiel
Deutschland;Schleswig-Holstein;24149;Kiel
Deutschland;Schleswig-Holstein;24159;Kiel
Deutschland;Schleswig-Holstein;24161;Rendsburg-Eckernförde
Deutschland;Schleswig-Holstein;24211;Plön
Deutschland;Schleswig-Holstein;24214;Rendsburg-Eckernförde
Deutschland;Schleswig-Holstein;24217;Plön
Deutschland;Schleswig-Holstein;24220;Plön
Deutschland;Schleswig-Holstein;24222;Plön
Deutschland;Schleswig-Holstein;24223;Plön
Deutschland;Schleswig-Holstein;24226;Plön
Deutschland;Schleswig-Holstein;24229;Rendsburg-Eckernförde
Deutschland;Schleswig-Holstein;24232;Plön
Deutschland;Schleswig-Holstein;24235;Plön
Deutschland;Schleswig-Holstein;24238;Plön
Deutschland;Schleswig-Holstein;24239;Rendsburg-Eckernförde
Deutschland;Schleswig-Holstein;24241;Rendsburg-Eckernförde
Deutschland;Schleswig-Holstein;24242;Rendsburg-Eckernförde
Deutschland;Schleswig-Holstein;24244;Rendsburg-Eckernförde
Deutschland;Schleswig-Holstein;24245;Plön
Deutschland;Schleswig-Holstein;24247;Rendsburg-Eckernförde
Deutschland;Schleswig-Holstein;24248;Plön
Deutschland;Schleswig-Holstein;24250;Plön
Deutschland;Schleswig-Holstein;24251;Rendsburg-Eckernförde
Deutschland;Schleswig-Holstein;24253;Plön
Deutschland;Schleswig-Holstein;24254;Rendsburg-Eckernförde
Deutschland;Schleswig-Holstein;24256;Plön
Deutschland;Schleswig-Holstein;24257;Plön
Deutschland;Schleswig-Holstein;24259;Rendsburg-Eckernförde
Deutschland;Schleswig-Holstein;24306;Plön
Deutschland;Schleswig-Holstein;24321;Plön
Deutschland;Schleswig-Holstein;24326;Plön
Deutschland;Schleswig-Holstein;24327;Plön
Deutschland;Schleswig-Holstein;24329;Plön
Deutschland;Schleswig-Holstein;24340;Rendsburg-Eckernförde
Deutschland;Schleswig-Holstein;24351;Rendsburg-Eckernförde
Deutschland;Schleswig-Holstein;24354;Rendsburg-Eckernförde
Deutschland;Schleswig-Holstein;24357;Rendsburg-Eckernförde
Deutschland;Schleswig-Holstein;24358;Rendsburg-Eckernförde
Deutschland;Schleswig-Holstein;24360;Rendsburg-Eckernförde
Deutschland;Schleswig-Holstein;24361;Rendsburg-Eckernförde
Deutschland;Schleswig-Holstein;24363;Rendsburg-Eckernförde
Deutschland;Schleswig-Holstein;24364;Rendsburg-Eckernförde
